Jour;Datation;Date_Format_1;Demiheure;Flux;Poids;Commande
Mercredi;13/12/2023;20231213;19:00:00;Help Desk;1%;0,206806164
Mercredi;13/12/2023;20231213;19:30:00;Help Desk;0%;0,078727347
Mercredi;13/12/2023;20231213;20:00:00;Help Desk;0%;0,01410042
Mercredi;13/12/2023;20231213;20:30:00;Help Desk;0%;0,00705021
Mercredi;13/12/2023;20231213;21:00:00;Help Desk;0%;0,001175035
Mercredi;13/12/2023;20231213;21:30:00;Help Desk;0%;0
Jeudi;14/12/2023;20231214;08:00:00;HLB;0%;0,44608732
Jeudi;14/12/2023;20231214;08:30:00;HLB;0%;0,754917004
Jeudi;14/12/2023;20231214;09:00:00;HLB;1%;5,11284698
Jeudi;14/12/2023;20231214;09:30:00;HLB;5%;19,67931371
Jeudi;14/12/2023;20231214;10:00:00;HLB;8%;29,85353606
Jeudi;14/12/2023;20231214;10:30:00;HLB;7%;27,00544009
Jeudi;14/12/2023;20231214;11:00:00;HLB;7%;25,73580695
Jeudi;14/12/2023;20231214;11:30:00;HLB;6%;23,07644023
Jeudi;14/12/2023;20231214;12:00:00;HLB;4%;13,15957595
Jeudi;14/12/2023;20231214;12:30:00;HLB;2%;9,07616125
Jeudi;14/12/2023;20231214;13:00:00;HLB;2%;8,578602316
Jeudi;14/12/2023;20231214;13:30:00;HLB;3%;11,28944065
Jeudi;14/12/2023;20231214;14:00:00;HLB;7%;24,62058865
Jeudi;14/12/2023;20231214;14:30:00;HLB;7%;24,05440089
Jeudi;14/12/2023;20231214;15:00:00;HLB;7%;24,38038778
Jeudi;14/12/2023;20231214;15:30:00;HLB;6%;23,12791184
Jeudi;14/12/2023;20231214;16:00:00;HLB;6%;21,80680709
Jeudi;14/12/2023;20231214;16:30:00;HLB;6%;20,86316083
Jeudi;14/12/2023;20231214;17:00:00;HLB;5%;18,25526573
Jeudi;14/12/2023;20231214;17:30:00;HLB;4%;15,02971126
Jeudi;14/12/2023;20231214;18:00:00;HLB;3%;11,68405635
Jeudi;14/12/2023;20231214;18:30:00;HLB;2%;6,725624215
Jeudi;14/12/2023;20231214;19:00:00;HLB;1%;2,951039197
Jeudi;14/12/2023;20231214;19:30:00;HLB;0%;1,338261961
Jeudi;14/12/2023;20231214;20:00:00;HLB;0%;0,377458502
Jeudi;14/12/2023;20231214;20:30:00;HLB;0%;0,017157205
Jeudi;14/12/2023;20231214;21:00:00;HLB;0%;0
Jeudi;14/12/2023;20231214;21:30:00;HLB;0%;0
Jeudi;14/12/2023;20231214;08:00:00;Help Desk;0%;0,027804901
Jeudi;14/12/2023;20231214;08:30:00;Help Desk;0%;0,047054447
Jeudi;14/12/2023;20231214;09:00:00;Help Desk;1%;0,318686939
Jeudi;14/12/2023;20231214;09:30:00;Help Desk;5%;1,22662389
Jeudi;14/12/2023;20231214;10:00:00;Help Desk;8%;1,86078951
Jeudi;14/12/2023;20231214;10:30:00;Help Desk;7%;1,683265913
Jeudi;14/12/2023;20231214;11:00:00;Help Desk;7%;1,604128888
Jeudi;14/12/2023;20231214;11:30:00;Help Desk;6%;1,438368903
Jeudi;14/12/2023;20231214;12:00:00;Help Desk;4%;0,820244572
Jeudi;14/12/2023;20231214;12:30:00;Help Desk;2%;0,565722788
Jeudi;14/12/2023;20231214;13:00:00;Help Desk;2%;0,534709629
Jeudi;14/12/2023;20231214;13:30:00;Help Desk;3%;0,703677872
Jeudi;14/12/2023;20231214;14:00:00;Help Desk;7%;1,534616636
Jeudi;14/12/2023;20231214;14:30:00;Help Desk;7%;1,499325801
Jeudi;14/12/2023;20231214;15:00:00;Help Desk;7%;1,519644767
Jeudi;14/12/2023;20231214;15:30:00;Help Desk;6%;1,441577161
Jeudi;14/12/2023;20231214;16:00:00;Help Desk;6%;1,359231878
Jeudi;14/12/2023;20231214;16:30:00;Help Desk;6%;1,300413819
Jeudi;14/12/2023;20231214;17:00:00;Help Desk;5%;1,137862091
Jeudi;14/12/2023;20231214;17:30:00;Help Desk;4%;0,936811271
Jeudi;14/12/2023;20231214;18:00:00;Help Desk;3%;0,728274515
Jeudi;14/12/2023;20231214;18:30:00;Help Desk;2%;0,419212349
Jeudi;14/12/2023;20231214;19:00:00;Help Desk;1%;0,183940113
Jeudi;14/12/2023;20231214;19:30:00;Help Desk;0%;0,083414702
Jeudi;14/12/2023;20231214;20:00:00;Help Desk;0%;0,023527224
Jeudi;14/12/2023;20231214;20:30:00;Help Desk;0%;0,001069419
Jeudi;14/12/2023;20231214;21:00:00;Help Desk;0%;0
Jeudi;14/12/2023;20231214;21:30:00;Help Desk;0%;0
Vendredi;15/12/2023;20231215;08:00:00;HLB;0%;0,362402136
Vendredi;15/12/2023;20231215;08:30:00;HLB;0%;0,955423813
Vendredi;15/12/2023;20231215;09:00:00;HLB;1%;4,958320134
Vendredi;15/12/2023;20231215;09:30:00;HLB;5%;18,9272752
Vendredi;15/12/2023;20231215;10:00:00;HLB;9%;31,34778477
Vendredi;15/12/2023;20231215;10:30:00;HLB;7%;26,5047744
Vendredi;15/12/2023;20231215;11:00:00;HLB;7%;25,66466036
Vendredi;15/12/2023;20231215;11:30:00;HLB;6%;22,79838892
Vendredi;15/12/2023;20231215;12:00:00;HLB;4%;13,80422682
Vendredi;15/12/2023;20231215;12:30:00;HLB;2%;8,18699371
Vendredi;15/12/2023;20231215;13:00:00;HLB;2%;8,434086075
Vendredi;15/12/2023;20231215;13:30:00;HLB;3%;10,08136851
Vendredi;15/12/2023;20231215;14:00:00;HLB;7%;26,01058967
Vendredi;15/12/2023;20231215;14:30:00;HLB;7%;23,70439426
Vendredi;15/12/2023;20231215;15:00:00;HLB;6%;23,57261167
Vendredi;15/12/2023;20231215;15:30:00;HLB;6%;21,44761732
Vendredi;15/12/2023;20231215;16:00:00;HLB;6%;21,4970358
Vendredi;15/12/2023;20231215;16:30:00;HLB;5%;19,22378603
Vendredi;15/12/2023;20231215;17:00:00;HLB;5%;18,10363398
Vendredi;15/12/2023;20231215;17:30:00;HLB;4%;15,6821288
Vendredi;15/12/2023;20231215;18:00:00;HLB;3%;11,44861293
Vendredi;15/12/2023;20231215;18:30:00;HLB;2%;6,704439517
Vendredi;15/12/2023;20231215;19:00:00;HLB;1%;3,014526859
Vendredi;15/12/2023;20231215;19:30:00;HLB;0%;1,268407476
Vendredi;15/12/2023;20231215;20:00:00;HLB;0%;0,098836946
Vendredi;15/12/2023;20231215;20:30:00;HLB;0%;0,197673892
Vendredi;15/12/2023;20231215;21:00:00;HLB;0%;0
Vendredi;15/12/2023;20231215;21:30:00;HLB;0%;0
Vendredi;15/12/2023;20231215;08:00:00;Help Desk;0%;0,022899036
Vendredi;15/12/2023;20231215;08:30:00;Help Desk;0%;0,060370186
Vendredi;15/12/2023;20231215;09:00:00;Help Desk;1%;0,313300448
Vendredi;15/12/2023;20231215;09:30:00;Help Desk;5%;1,195954202
Vendredi;15/12/2023;20231215;10:00:00;Help Desk;9%;1,98076662
Vendredi;15/12/2023;20231215;10:30:00;Help Desk;7%;1,674752229
Vendredi;15/12/2023;20231215;11:00:00;Help Desk;7%;1,6216681
Vendredi;15/12/2023;20231215;11:30:00;Help Desk;6%;1,440557542
Vendredi;15/12/2023;20231215;12:00:00;Help Desk;4%;0,872245101
Vendredi;15/12/2023;20231215;12:30:00;Help Desk;2%;0,517310042
Vendredi;15/12/2023;20231215;13:00:00;Help Desk;2%;0,532923021
Vendredi;15/12/2023;20231215;13:30:00;Help Desk;3%;0,637009549
Vendredi;15/12/2023;20231215;14:00:00;Help Desk;7%;1,643526271
Vendredi;15/12/2023;20231215;14:30:00;Help Desk;7%;1,497805132
Vendredi;15/12/2023;20231215;15:00:00;Help Desk;6%;1,48947821
Vendredi;15/12/2023;20231215;15:30:00;Help Desk;6%;1,355206589
Vendredi;15/12/2023;20231215;16:00:00;Help Desk;6%;1,358329185
Vendredi;15/12/2023;20231215;16:30:00;Help Desk;5%;1,214689777
Vendredi;15/12/2023;20231215;17:00:00;Help Desk;5%;1,143910938
Vendredi;15/12/2023;20231215;17:30:00;Help Desk;4%;0,990903743
Vendredi;15/12/2023;20231215;18:00:00;Help Desk;3%;0,723401367
Vendredi;15/12/2023;20231215;18:30:00;Help Desk;2%;0,423632167
Vendredi;15/12/2023;20231215;19:00:00;Help Desk;1%;0,190478345
Vendredi;15/12/2023;20231215;19:30:00;Help Desk;0%;0,080146626
Vendredi;15/12/2023;20231215;20:00:00;Help Desk;0%;0,006245192
Vendredi;15/12/2023;20231215;20:30:00;Help Desk;0%;0,012490383
Vendredi;15/12/2023;20231215;21:00:00;Help Desk;0%;0
Vendredi;15/12/2023;20231215;21:30:00;Help Desk;0%;0
Samedi;16/12/2023;20231216;08:00:00;HLB;0%;0,1735667
Samedi;16/12/2023;20231216;08:30:00;HLB;0%;0,333782116
Samedi;16/12/2023;20231216;09:00:00;HLB;1%;3,364523729
Samedi;16/12/2023;20231216;09:30:00;HLB;6%;14,03220016
Samedi;16/12/2023;20231216;10:00:00;HLB;9%;20,57432963
Samedi;16/12/2023;20231216;10:30:00;HLB;8%;18,14439583
Samedi;16/12/2023;20231216;11:00:00;HLB;8%;18,66509593
Samedi;16/12/2023;20231216;11:30:00;HLB;7%;16,10164928
Samedi;16/12/2023;20231216;12:00:00;HLB;4%;10,21373275
Samedi;16/12/2023;20231216;12:30:00;HLB;3%;6,248401212
Samedi;16/12/2023;20231216;13:00:00;HLB;2%;5,567485695
Samedi;16/12/2023;20231216;13:30:00;HLB;3%;7,890609222
Samedi;16/12/2023;20231216;14:00:00;HLB;6%;14,32592842
Samedi;16/12/2023;20231216;14:30:00;HLB;6%;13,77852575
Samedi;16/12/2023;20231216;15:00:00;HLB;6%;14,49949512
Samedi;16/12/2023;20231216;15:30:00;HLB;6%;13,97879502
Samedi;16/12/2023;20231216;16:00:00;HLB;6%;13,9921463
Samedi;16/12/2023;20231216;16:30:00;HLB;5%;12,430046
Samedi;16/12/2023;20231216;17:00:00;HLB;5%;10,82789184
Samedi;16/12/2023;20231216;17:30:00;HLB;4%;8,972063278
Samedi;16/12/2023;20231216;18:00:00;HLB;3%;6,635588466
Samedi;16/12/2023;20231216;18:30:00;HLB;2%;4,392572647
Samedi;16/12/2023;20231216;19:00:00;HLB;1%;1,922584988
Samedi;16/12/2023;20231216;19:30:00;HLB;0%;0,787725794
Samedi;16/12/2023;20231216;20:00:00;HLB;0%;0,093458992
Samedi;16/12/2023;20231216;20:30:00;HLB;0%;0,053405139
Samedi;16/12/2023;20231216;21:00:00;HLB;0%;0
Samedi;16/12/2023;20231216;21:30:00;HLB;0%;0
Samedi;16/12/2023;20231216;08:00:00;Help Desk;0%;0,010939078
Samedi;16/12/2023;20231216;08:30:00;Help Desk;0%;0,021036688
Samedi;16/12/2023;20231216;09:00:00;Help Desk;1%;0,212049815
Samedi;16/12/2023;20231216;09:30:00;Help Desk;6%;0,884382363
Samedi;16/12/2023;20231216;10:00:00;Help Desk;9%;1,296701447
Samedi;16/12/2023;20231216;10:30:00;Help Desk;8%;1,143554359
Samedi;16/12/2023;20231216;11:00:00;Help Desk;8%;1,176371592
Samedi;16/12/2023;20231216;11:30:00;Help Desk;7%;1,014809828
Samedi;16/12/2023;20231216;12:00:00;Help Desk;4%;0,643722652
Samedi;16/12/2023;20231216;12:30:00;Help Desk;3%;0,393806799
Samedi;16/12/2023;20231216;13:00:00;Help Desk;2%;0,350891956
Samedi;16/12/2023;20231216;13:30:00;Help Desk;3%;0,497307304
