Jour;Date;Date_Format_1;Flux;Sous_Flux;Commande;Capacitaire
Jeudi;28/03/2024;20240328;Open;ADSL;1725;0
Vendredi;29/03/2024;20240329;Open;ADSL;1809;0
Samedi;30/03/2024;20240330;Open;ADSL;897;0
Dimanche;31/03/2024;20240331;Open;ADSL;0;0
Vendredi;01/03/2024;20240301;Open;Fibre;1227;0
Samedi;02/03/2024;20240302;Open;Fibre;721;0
Dimanche;03/03/2024;20240303;Open;Fibre;0;0
Lundi;04/03/2024;20240304;Open;Fibre;1606;0
Mardi;05/03/2024;20240305;Open;Fibre;1473;0
Mercredi;06/03/2024;20240306;Open;Fibre;1454;0
Jeudi;07/03/2024;20240307;Open;Fibre;1376;0
Vendredi;08/03/2024;20240308;Open;Fibre;1379;0
Samedi;09/03/2024;20240309;Open;Fibre;791;0
Dimanche;10/03/2024;20240310;Open;Fibre;0;0
Lundi;11/03/2024;20240311;Open;Fibre;1429;0
Mardi;12/03/2024;20240312;Open;Fibre;1340;0
Mercredi;13/03/2024;20240313;Open;Fibre;1311;0
Jeudi;14/03/2024;20240314;Open;Fibre;1260;0
Vendredi;15/03/2024;20240315;Open;Fibre;1239;0
Samedi;16/03/2024;20240316;Open;Fibre;715;0
Dimanche;17/03/2024;20240317;Open;Fibre;0;0
Lundi;18/03/2024;20240318;Open;Fibre;1406;0
Mardi;19/03/2024;20240319;Open;Fibre;1224;0
Mercredi;20/03/2024;20240320;Open;Fibre;1253;0
Jeudi;21/03/2024;20240321;Open;Fibre;1175;0
Vendredi;22/03/2024;20240322;Open;Fibre;1176;0
Samedi;23/03/2024;20240323;Open;Fibre;678;0
Dimanche;24/03/2024;20240324;Open;Fibre;0;0
Lundi;25/03/2024;20240325;Open;Fibre;1169;0
Mardi;26/03/2024;20240326;Open;Fibre;1026;0
Mercredi;27/03/2024;20240327;Open;Fibre;1088;0
Jeudi;28/03/2024;20240328;Open;Fibre;999;0
Vendredi;29/03/2024;20240329;Open;Fibre;1005;0
Samedi;30/03/2024;20240330;Open;Fibre;574;0
Dimanche;31/03/2024;20240331;Open;Fibre;0;0
Vendredi;01/03/2024;20240301;Open;Mobile;1653;4909,351807
Samedi;02/03/2024;20240302;Open;Mobile;987;3103,102335
Dimanche;03/03/2024;20240303;Open;Mobile;0;0
Lundi;04/03/2024;20240304;Open;Mobile;2024;5514,872933
Mardi;05/03/2024;20240305;Open;Mobile;1801;5398,538689
Mercredi;06/03/2024;20240306;Open;Mobile;1814;5594,409539
Jeudi;07/03/2024;20240307;Open;Mobile;1732;4941,158457
Vendredi;08/03/2024;20240308;Open;Mobile;1710;4862,520156
Samedi;09/03/2024;20240309;Open;Mobile;991;3073,500543
Dimanche;10/03/2024;20240310;Open;Mobile;0;0
Lundi;11/03/2024;20240311;Open;Mobile;1909;5318,056821
Mardi;12/03/2024;20240312;Open;Mobile;1703;5186,378345
Mercredi;13/03/2024;20240313;Open;Mobile;1720;5354,663723
Jeudi;14/03/2024;20240314;Open;Mobile;1631;4711,239066
Vendredi;15/03/2024;20240315;Open;Mobile;1626;4620,498079
Samedi;16/03/2024;20240316;Open;Mobile;915;2910,744806
Dimanche;17/03/2024;20240317;Open;Mobile;0;0
Lundi;18/03/2024;20240318;Open;Mobile;1899;4711,267573
Mardi;19/03/2024;20240319;Open;Mobile;1712;4603,24934
Mercredi;20/03/2024;20240320;Open;Mobile;1690;4761,456029
Jeudi;21/03/2024;20240321;Open;Mobile;1631;4219,371309
Vendredi;22/03/2024;20240322;Open;Mobile;1583;4146,974062
Samedi;23/03/2024;20240323;Open;Mobile;936;2616,837669
Dimanche;24/03/2024;20240324;Open;Mobile;0;0
Lundi;25/03/2024;20240325;Open;Mobile;1860;4643,724676
Mardi;26/03/2024;20240326;Open;Mobile;1635;4537,255041
Mercredi;27/03/2024;20240327;Open;Mobile;1634;4693,193606
Jeudi;28/03/2024;20240328;Open;Mobile;1603;4153,376058
Vendredi;29/03/2024;20240329;Open;Mobile;1582;4080,340964
Samedi;30/03/2024;20240330;Open;Mobile;942;2574,790626
Dimanche;31/03/2024;20240331;Open;Mobile;0;0
Lundi;01/04/2024;20240401;Open;ADSL;0;0
Mardi;02/04/2024;20240402;Open;ADSL;4378;0
Mercredi;03/04/2024;20240403;Open;ADSL;3719;0
Jeudi;04/04/2024;20240404;Open;ADSL;3470;0
Vendredi;05/04/2024;20240405;Open;ADSL;3391;0
Samedi;06/04/2024;20240406;Open;ADSL;2058;0
Dimanche;07/04/2024;20240407;Open;ADSL;0;0
Lundi;08/04/2024;20240408;Open;ADSL;3504;0
Mardi;09/04/2024;20240409;Open;ADSL;3337;0
Mercredi;10/04/2024;20240410;Open;ADSL;3294;0
Jeudi;11/04/2024;20240411;Open;ADSL;3191;0
Vendredi;12/04/2024;20240412;Open;ADSL;3167;0
Samedi;13/04/2024;20240413;Open;ADSL;1794;0
Dimanche;14/04/2024;20240414;Open;ADSL;0;0
Lundi;15/04/2024;20240415;Open;ADSL;3532;0
Mardi;16/04/2024;20240416;Open;ADSL;3239;0
Mercredi;17/04/2024;20240417;Open;ADSL;3304;0
Jeudi;18/04/2024;20240418;Open;ADSL;3131;0
Vendredi;19/04/2024;20240419;Open;ADSL;3154;0
Samedi;20/04/2024;20240420;Open;ADSL;1780;0
Dimanche;21/04/2024;20240421;Open;ADSL;0;0
Lundi;22/04/2024;20240422;Open;ADSL;3796;0
Mardi;23/04/2024;20240423;Open;ADSL;3417;0
Mercredi;24/04/2024;20240424;Open;ADSL;3496;0
Jeudi;25/04/2024;20240425;Open;ADSL;3322;0
Vendredi;26/04/2024;20240426;Open;ADSL;3317;0
Samedi;27/04/2024;20240427;Open;ADSL;1888;0
Dimanche;28/04/2024;20240428;Open;ADSL;0;0
Lundi;29/04/2024;20240429;Open;ADSL;4101;0
Mardi;30/04/2024;20240430;Open;ADSL;3225;0
Lundi;01/04/2024;20240401;Open;Mobile;0;0
Mardi;02/04/2024;20240402;Open;Mobile;2479;6730,083649
Mercredi;03/04/2024;20240403;Open;Mobile;2127;6971,465388
Jeudi;04/04/2024;20240404;Open;Mobile;1933;6154,817891
Vendredi;05/04/2024;20240405;Open;Mobile;1993;6054,601683
Samedi;06/04/2024;20240406;Open;Mobile;1162;3825,582784
Dimanche;07/04/2024;20240407;Open;Mobile;0;0
Lundi;08/04/2024;20240408;Open;Mobile;2091;5539,052453
Mardi;09/04/2024;20240409;Open;Mobile;1990;5422,28591
Mercredi;10/04/2024;20240410;Open;Mobile;1965;5619,097683
Jeudi;11/04/2024;20240411;Open;Mobile;1903;4963,036674
Vendredi;12/04/2024;20240412;Open;Mobile;1890;4884,113753
Samedi;13/04/2024;20240413;Open;Mobile;1070;3087,189085
Dimanche;14/04/2024;20240414;Open;Mobile;0;0
Lundi;15/04/2024;20240415;Open;Mobile;2152;5455,5847
Mardi;16/04/2024;20240416;Open;Mobile;1974;5320,500946
Mercredi;17/04/2024;20240417;Open;Mobile;2014;5493,138277
Jeudi;18/04/2024;20240418;Open;Mobile;1907;4833,074304
Vendredi;19/04/2024;20240419;Open;Mobile;1922;4739,986705
Samedi;20/04/2024;20240420;Open;Mobile;1085;2986,01827
Dimanche;21/04/2024;20240421;Open;Mobile;0;0
Lundi;22/04/2024;20240422;Open;Mobile;2245;5307,176397
Mardi;23/04/2024;20240423;Open;Mobile;2021;5185,495382
Mercredi;24/04/2024;20240424;Open;Mobile;2068;5363,712983
Jeudi;25/04/2024;20240425;Open;Mobile;1965;4728,317408
Vendredi;26/04/2024;20240426;Open;Mobile;1961;4645,172251
Samedi;27/04/2024;20240427;Open;Mobile;1116;2931,212384
Dimanche;28/04/2024;20240428;Open;Mobile;0;0
Lundi;29/04/2024;20240429;Open;Mobile;2404;6424,10791
Mardi;30/04/2024;20240430;Open;Mobile;2083;6271,283265
