Jour;Date;Date_Format_1;Flux;Sous_Flux;Commande;Capacitaire
Dimanche;18/06/2023;20230618;Open;Mobile;0;0
Lundi;19/06/2023;20230619;Open;ADSL;2168;0
Lundi;19/06/2023;20230619;Open;Fibre;1804;0
Lundi;19/06/2023;20230619;Open;Mobile;565;6120,368719
Lundi;19/06/2023;20230619;Open;Premium;0;0
Mardi;20/06/2023;20230620;Open;ADSL;1867;0
Mardi;20/06/2023;20230620;Open;Fibre;1577;0
Mardi;20/06/2023;20230620;Open;Mobile;496;5939,385798
Mardi;20/06/2023;20230620;Open;Premium;0;0
Mercredi;21/06/2023;20230621;Open;ADSL;1928;0
Mercredi;21/06/2023;20230621;Open;Fibre;1637;0
Mercredi;21/06/2023;20230621;Open;Mobile;487;6122,114286
Mercredi;21/06/2023;20230621;Open;Premium;0;0
Jeudi;22/06/2023;20230622;Open;ADSL;1738;0
Jeudi;22/06/2023;20230622;Open;Fibre;1489;0
Jeudi;22/06/2023;20230622;Open;Mobile;454;5417,572495
Jeudi;22/06/2023;20230622;Open;Premium;0;0
Vendredi;23/06/2023;20230623;Open;ADSL;1762;0
Vendredi;23/06/2023;20230623;Open;Fibre;1517;0
Vendredi;23/06/2023;20230623;Open;Mobile;446;5320,583315
Vendredi;23/06/2023;20230623;Open;Premium;0;0
Samedi;24/06/2023;20230624;Open;ADSL;1100;0
Samedi;24/06/2023;20230624;Open;Fibre;936;0
Samedi;24/06/2023;20230624;Open;Mobile;287;3368,634376
Samedi;24/06/2023;20230624;Open;Premium;0;0
Dimanche;25/06/2023;20230625;Open;ADSL;0;0
Dimanche;25/06/2023;20230625;Open;Fibre;0;0
Dimanche;25/06/2023;20230625;Open;Mobile;0;0
Lundi;26/06/2023;20230626;Open;ADSL;2213;0
Lundi;26/06/2023;20230626;Open;Fibre;1929;0
Lundi;26/06/2023;20230626;Open;Mobile;588;4586,001137
Lundi;26/06/2023;20230626;Open;Premium;0;0
Mardi;27/06/2023;20230627;Open;ADSL;1904;0
Mardi;27/06/2023;20230627;Open;Fibre;1686;0
Mardi;27/06/2023;20230627;Open;Mobile;517;4480,018408
Mardi;27/06/2023;20230627;Open;Premium;0;0
Mercredi;28/06/2023;20230628;Open;ADSL;1966;0
Mercredi;28/06/2023;20230628;Open;Fibre;1749;0
Mercredi;28/06/2023;20230628;Open;Mobile;507;4631,817578
Mercredi;28/06/2023;20230628;Open;Premium;0;0
Jeudi;29/06/2023;20230629;Open;ADSL;1772;0
Jeudi;29/06/2023;20230629;Open;Fibre;1590;0
Jeudi;29/06/2023;20230629;Open;Mobile;472;4064,646117
Jeudi;29/06/2023;20230629;Open;Premium;0;0
Vendredi;30/06/2023;20230630;Open;ADSL;1798;0
Vendredi;30/06/2023;20230630;Open;Fibre;1623;0
Vendredi;30/06/2023;20230630;Open;Mobile;464;4006,717669
Vendredi;30/06/2023;20230630;Open;Premium;0;0
Samedi;01/07/2023;20230701;Open;ADSL;1125;0
Samedi;01/07/2023;20230701;Open;Fibre;858;0
Samedi;01/07/2023;20230701;Open;Mobile;307;2536,783295
Samedi;01/07/2023;20230701;Open;Premium;0;0
Dimanche;02/07/2023;20230702;Open;ADSL;0;0
Dimanche;02/07/2023;20230702;Open;Fibre;0;0
Dimanche;02/07/2023;20230702;Open;Mobile;0;0
Lundi;03/07/2023;20230703;Open;ADSL;2350;0
Lundi;03/07/2023;20230703;Open;Fibre;1707;0
Lundi;03/07/2023;20230703;Open;Mobile;647;5357,023762
Lundi;03/07/2023;20230703;Open;Premium;0;0
Mardi;04/07/2023;20230704;Open;ADSL;2023;0
Mardi;04/07/2023;20230704;Open;Fibre;1491;0
Mardi;04/07/2023;20230704;Open;Mobile;570;4914,098566
Mardi;04/07/2023;20230704;Open;Premium;0;0
Mercredi;05/07/2023;20230705;Open;ADSL;2089;0
Mercredi;05/07/2023;20230705;Open;Fibre;1546;0
Mercredi;05/07/2023;20230705;Open;Mobile;558;5101,761905
Mercredi;05/07/2023;20230705;Open;Premium;0;0
Jeudi;06/07/2023;20230706;Open;ADSL;1883;0
Jeudi;06/07/2023;20230706;Open;Fibre;1405;0
Jeudi;06/07/2023;20230706;Open;Mobile;520;4496,402761
Jeudi;06/07/2023;20230706;Open;Premium;0;0
Vendredi;07/07/2023;20230707;Open;ADSL;1910;0
Vendredi;07/07/2023;20230707;Open;Fibre;1434;0
Vendredi;07/07/2023;20230707;Open;Mobile;511;4414,339993
Vendredi;07/07/2023;20230707;Open;Premium;0;0
Samedi;08/07/2023;20230708;Open;ADSL;1191;0
Samedi;08/07/2023;20230708;Open;Fibre;881;0
Samedi;08/07/2023;20230708;Open;Mobile;328;2794,862248
Samedi;08/07/2023;20230708;Open;Premium;0;0
Dimanche;09/07/2023;20230709;Open;ADSL;0;0
Dimanche;09/07/2023;20230709;Open;Fibre;0;0
Dimanche;09/07/2023;20230709;Open;Mobile;0;0
Lundi;10/07/2023;20230710;Open;ADSL;2577;0
Lundi;10/07/2023;20230710;Open;Fibre;2027;0
Lundi;10/07/2023;20230710;Open;Mobile;726;6555,315934
Lundi;10/07/2023;20230710;Open;Premium;0;0
Mardi;11/07/2023;20230711;Open;ADSL;2218;0
Mardi;11/07/2023;20230711;Open;Fibre;1641;0
Mardi;11/07/2023;20230711;Open;Mobile;640;6341,757898
Mardi;11/07/2023;20230711;Open;Premium;0;0
Mercredi;12/07/2023;20230712;Open;ADSL;2157;0
Mercredi;12/07/2023;20230712;Open;Fibre;1666;0
Mercredi;12/07/2023;20230712;Open;Mobile;626;6553,733282
Mercredi;12/07/2023;20230712;Open;Premium;0;0
Jeudi;13/07/2023;20230713;Open;ADSL;1906;0
Jeudi;13/07/2023;20230713;Open;Fibre;1484;0
Jeudi;13/07/2023;20230713;Open;Mobile;585;5748,729239
Jeudi;13/07/2023;20230713;Open;Premium;0;0
Vendredi;14/07/2023;20230714;Open;ADSL;0;0
Vendredi;14/07/2023;20230714;Open;Fibre;0;0
Vendredi;14/07/2023;20230714;Open;Mobile;0;0
Samedi;15/07/2023;20230715;Open;ADSL;1217;0
Samedi;15/07/2023;20230715;Open;Fibre;912;0
Samedi;15/07/2023;20230715;Open;Mobile;418;3621,202623
Samedi;15/07/2023;20230715;Open;Premium;0;0
Dimanche;16/07/2023;20230716;Open;ADSL;0;0
Dimanche;16/07/2023;20230716;Open;Fibre;0;0
Dimanche;16/07/2023;20230716;Open;Mobile;0;0
Lundi;17/07/2023;20230717;Open;ADSL;2496;0
Lundi;17/07/2023;20230717;Open;Fibre;1787;0
Lundi;17/07/2023;20230717;Open;Mobile;669;5370,63283
Lundi;17/07/2023;20230717;Open;Premium;0;0
Mardi;18/07/2023;20230718;Open;ADSL;2148;0
Mardi;18/07/2023;20230718;Open;Fibre;1562;0
Mardi;18/07/2023;20230718;Open;Mobile;588;5245,34521
Mardi;18/07/2023;20230718;Open;Premium;0;0
Mercredi;19/07/2023;20230719;Open;ADSL;2220;0
Mercredi;19/07/2023;20230719;Open;Fibre;1620;0
Mercredi;19/07/2023;20230719;Open;Mobile;577;5445,658448
Mercredi;19/07/2023;20230719;Open;Premium;0;0
Jeudi;20/07/2023;20230720;Open;ADSL;2000;0
Jeudi;20/07/2023;20230720;Open;Fibre;1472;0
Jeudi;20/07/2023;20230720;Open;Mobile;538;4818,964176
Jeudi;20/07/2023;20230720;Open;Premium;0;0
Vendredi;21/07/2023;20230721;Open;ADSL;2029;0
Vendredi;21/07/2023;20230721;Open;Fibre;1501;0
Vendredi;21/07/2023;20230721;Open;Mobile;528;4684,354951
Vendredi;21/07/2023;20230721;Open;Premium;0;0
Samedi;22/07/2023;20230722;Open;ADSL;1266;0
Samedi;22/07/2023;20230722;Open;Fibre;923;0
Samedi;22/07/2023;20230722;Open;Mobile;340;2965,817502
Samedi;22/07/2023;20230722;Open;Premium;0;0
Dimanche;23/07/2023;20230723;Open;ADSL;0;0
Dimanche;23/07/2023;20230723;Open;Fibre;0;0
Dimanche;23/07/2023;20230723;Open;Mobile;0;0
Lundi;24/07/2023;20230724;Open;ADSL;2518;0
Lundi;24/07/2023;20230724;Open;Fibre;1807;0
Lundi;24/07/2023;20230724;Open;Mobile;687;5274,132171
Lundi;24/07/2023;20230724;Open;Premium;0;0
Mardi;25/07/2023;20230725;Open;ADSL;2168;0
Mardi;25/07/2023;20230725;Open;Fibre;1580;0
Mardi;25/07/2023;20230725;Open;Mobile;605;5150,703312
Mardi;25/07/2023;20230725;Open;Premium;0;0
Mercredi;26/07/2023;20230726;Open;ADSL;2240;0
Mercredi;26/07/2023;20230726;Open;Fibre;1638;0
Mercredi;26/07/2023;20230726;Open;Mobile;592;5347,402293
Mercredi;26/07/2023;20230726;Open;Premium;0;0
Jeudi;27/07/2023;20230727;Open;ADSL;2018;0
Jeudi;27/07/2023;20230727;Open;Fibre;1488;0
Jeudi;27/07/2023;20230727;Open;Mobile;553;4709,720944
Jeudi;27/07/2023;20230727;Open;Premium;0;0
Vendredi;28/07/2023;20230728;Open;ADSL;2048;0
Vendredi;28/07/2023;20230728;Open;Fibre;1517;0
Vendredi;28/07/2023;20230728;Open;Mobile;542;4642,599031
Vendredi;28/07/2023;20230728;Open;Premium;0;0
Samedi;29/07/2023;20230729;Open;ADSL;1277;0
Samedi;29/07/2023;20230729;Open;Fibre;933;0
Samedi;29/07/2023;20230729;Open;Mobile;349;2939,380471
Samedi;29/07/2023;20230729;Open;Premium;0;0
Dimanche;30/07/2023;20230730;Open;ADSL;0;0
Dimanche;30/07/2023;20230730;Open;Fibre;0;0
Dimanche;30/07/2023;20230730;Open;Mobile;0;0
Lundi;31/07/2023;20230731;Open;ADSL;2520;0
Lundi;31/07/2023;20230731;Open;Fibre;1793;0
Lundi;31/07/2023;20230731;Open;Mobile;702;5227,119029
Lundi;31/07/2023;20230731;Open;Premium;0;0
Mardi;01/08/2023;20230801;Open;ADSL;1850;0
Mardi;01/08/2023;20230801;Open;Fibre;1508;0
Mardi;01/08/2023;20230801;Open;Mobile;828;5102,169005
Mardi;01/08/2023;20230801;Open;Premium;0;0
Mercredi;02/08/2023;20230802;Open;ADSL;1910;0
Mercredi;02/08/2023;20230802;Open;Fibre;1563;0
Mercredi;02/08/2023;20230802;Open;Mobile;813;5297,014521
Mercredi;02/08/2023;20230802;Open;Premium;0;0
Jeudi;03/08/2023;20230803;Open;ADSL;1721;0
Jeudi;03/08/2023;20230803;Open;Fibre;1421;0
Jeudi;03/08/2023;20230803;Open;Mobile;758;4645,066787
Jeudi;03/08/2023;20230803;Open;Premium;0;0
Vendredi;04/08/2023;20230804;Open;ADSL;1747;0
Vendredi;04/08/2023;20230804;Open;Fibre;1450;0
Vendredi;04/08/2023;20230804;Open;Mobile;744;4578,86631
Vendredi;04/08/2023;20230804;Open;Premium;0;0
Samedi;05/08/2023;20230805;Open;ADSL;1089;0
Samedi;05/08/2023;20230805;Open;Fibre;891;0
Samedi;05/08/2023;20230805;Open;Mobile;479;2899,029212
Samedi;05/08/2023;20230805;Open;Premium;0;0
Dimanche;06/08/2023;20230806;Open;ADSL;0;0
Dimanche;06/08/2023;20230806;Open;Fibre;0;0
Dimanche;06/08/2023;20230806;Open;Mobile;0;0
Lundi;07/08/2023;20230807;Open;ADSL;2161;0
Lundi;07/08/2023;20230807;Open;Fibre;1685;0
Lundi;07/08/2023;20230807;Open;Mobile;957;5155,362129
Lundi;07/08/2023;20230807;Open;Premium;0;0
Mardi;08/08/2023;20230808;Open;ADSL;1861;0
Mardi;08/08/2023;20230808;Open;Fibre;1472;0
Mardi;08/08/2023;20230808;Open;Mobile;840;4985,686669
Mardi;08/08/2023;20230808;Open;Premium;0;0
Mercredi;09/08/2023;20230809;Open;ADSL;1922;0
Mercredi;09/08/2023;20230809;Open;Fibre;1527;0
Mercredi;09/08/2023;20230809;Open;Mobile;825;5153,409371
Mercredi;09/08/2023;20230809;Open;Premium;0;0
Jeudi;10/08/2023;20230810;Open;ADSL;1732;0
Jeudi;10/08/2023;20230810;Open;Fibre;1389;0
Jeudi;10/08/2023;20230810;Open;Mobile;770;4538,053009
Jeudi;10/08/2023;20230810;Open;Premium;0;0
Vendredi;11/08/2023;20230811;Open;ADSL;1756;0
Vendredi;11/08/2023;20230811;Open;Fibre;1415;0
Vendredi;11/08/2023;20230811;Open;Mobile;756;4473,37767
Vendredi;11/08/2023;20230811;Open;Premium;0;0
Samedi;12/08/2023;20230812;Open;ADSL;1095;0
Samedi;12/08/2023;20230812;Open;Fibre;870;0
Samedi;12/08/2023;20230812;Open;Mobile;487;2807,195313
Samedi;12/08/2023;20230812;Open;Premium;0;0
Dimanche;13/08/2023;20230813;Open;ADSL;0;0
Dimanche;13/08/2023;20230813;Open;Fibre;0;0
Dimanche;13/08/2023;20230813;Open;Mobile;0;0
Lundi;14/08/2023;20230814;Open;ADSL;1885;0
Lundi;14/08/2023;20230814;Open;Fibre;1554;0
Lundi;14/08/2023;20230814;Open;Mobile;997;6112,468864
Lundi;14/08/2023;20230814;Open;Premium;0;0
Mardi;15/08/2023;20230815;Open;ADSL;0;0
Mardi;15/08/2023;20230815;Open;Fibre;0;0
Mardi;15/08/2023;20230815;Open;Mobile;0;0
Mercredi;16/08/2023;20230816;Open;ADSL;2228;0
Mercredi;16/08/2023;20230816;Open;Fibre;1903;0
Mercredi;16/08/2023;20230816;Open;Mobile;964;6192,815727
Mercredi;16/08/2023;20230816;Open;Premium;0;0
Jeudi;17/08/2023;20230817;Open;ADSL;1811;0
Jeudi;17/08/2023;20230817;Open;Fibre;1537;0
Jeudi;17/08/2023;20230817;Open;Mobile;843;5488,327007
Jeudi;17/08/2023;20230817;Open;Premium;0;0
Vendredi;18/08/2023;20230818;Open;ADSL;1837;0
Vendredi;18/08/2023;20230818;Open;Fibre;1597;0
Vendredi;18/08/2023;20230818;Open;Mobile;827;5383,199301
Vendredi;18/08/2023;20230818;Open;Premium;0;0
Samedi;19/08/2023;20230819;Open;ADSL;1147;0
Samedi;19/08/2023;20230819;Open;Fibre;944;0
Samedi;19/08/2023;20230819;Open;Mobile;544;3408,278594
Samedi;19/08/2023;20230819;Open;Premium;0;0
Dimanche;20/08/2023;20230820;Open;ADSL;0;0
Dimanche;20/08/2023;20230820;Open;Fibre;0;0
Dimanche;20/08/2023;20230820;Open;Mobile;0;0
Lundi;21/08/2023;20230821;Open;ADSL;2189;0
Lundi;21/08/2023;20230821;Open;Fibre;1701;0
Lundi;21/08/2023;20230821;Open;Mobile;949;4949,988932
Lundi;21/08/2023;20230821;Open;Premium;0;0
Mardi;22/08/2023;20230822;Open;ADSL;1884;0
Mardi;22/08/2023;20230822;Open;Fibre;1488;0
Mardi;22/08/2023;20230822;Open;Mobile;834;4854,64404
Mardi;22/08/2023;20230822;Open;Premium;0;0
Mercredi;23/08/2023;20230823;Open;ADSL;1945;0
Mercredi;23/08/2023;20230823;Open;Fibre;1541;0
Mercredi;23/08/2023;20230823;Open;Mobile;818;5017,362387
Mercredi;23/08/2023;20230823;Open;Premium;0;0
Jeudi;24/08/2023;20230824;Open;ADSL;1752;0
Jeudi;24/08/2023;20230824;Open;Fibre;1401;0
Jeudi;24/08/2023;20230824;Open;Mobile;762;4399,82688
Jeudi;24/08/2023;20230824;Open;Premium;0;0
Vendredi;25/08/2023;20230825;Open;ADSL;1779;0
Vendredi;25/08/2023;20230825;Open;Fibre;1430;0
Vendredi;25/08/2023;20230825;Open;Mobile;750;4315,144709
Vendredi;25/08/2023;20230825;Open;Premium;0;0
Samedi;26/08/2023;20230826;Open;ADSL;1108;0
Samedi;26/08/2023;20230826;Open;Fibre;879;0
Samedi;26/08/2023;20230826;Open;Mobile;482;2732,058487
Samedi;26/08/2023;20230826;Open;Premium;0;0
Dimanche;27/08/2023;20230827;Open;ADSL;0;0
Dimanche;27/08/2023;20230827;Open;Fibre;0;0
Dimanche;27/08/2023;20230827;Open;Mobile;0;0
Lundi;28/08/2023;20230828;Open;ADSL;2426;0
Lundi;28/08/2023;20230828;Open;Fibre;1880;0
Lundi;28/08/2023;20230828;Open;Mobile;1111;5573,154417
Lundi;28/08/2023;20230828;Open;Premium;0;0
Mardi;29/08/2023;20230829;Open;ADSL;2087;0
Mardi;29/08/2023;20230829;Open;Fibre;1643;0
Mardi;29/08/2023;20230829;Open;Mobile;977;5465,806339
Mardi;29/08/2023;20230829;Open;Premium;0;0
Mercredi;30/08/2023;20230830;Open;ADSL;2156;0
Mercredi;30/08/2023;20230830;Open;Fibre;1704;0
Mercredi;30/08/2023;20230830;Open;Mobile;958;5647,847563
Mercredi;30/08/2023;20230830;Open;Premium;0;0
Jeudi;31/08/2023;20230831;Open;ADSL;1942;0
Jeudi;31/08/2023;20230831;Open;Fibre;1549;0
Jeudi;31/08/2023;20230831;Open;Mobile;893;4974,265579
Jeudi;31/08/2023;20230831;Open;Premium;0;0
Vendredi;01/09/2023;20230901;Open;ADSL;1969;0
Vendredi;01/09/2023;20230901;Open;Fibre;1581;0
Vendredi;01/09/2023;20230901;Open;Mobile;878;4837,01724
Vendredi;01/09/2023;20230901;Open;Premium;0;0
Samedi;02/09/2023;20230902;Open;ADSL;1228;0
Samedi;02/09/2023;20230902;Open;Fibre;972;0
Samedi;02/09/2023;20230902;Open;Mobile;566;3035,201844
Samedi;02/09/2023;20230902;Open;Premium;0;0
Dimanche;03/09/2023;20230903;Open;ADSL;0;0
Dimanche;03/09/2023;20230903;Open;Fibre;0;0
Dimanche;03/09/2023;20230903;Open;Mobile;0;0
Lundi;04/09/2023;20230904;Open;ADSL;2605;0
Lundi;04/09/2023;20230904;Open;Fibre;1985;0
Lundi;04/09/2023;20230904;Open;Mobile;1170;5664,904372
Lundi;04/09/2023;20230904;Open;Premium;0;0
Mardi;05/09/2023;20230905;Open;ADSL;2242;0
Mardi;05/09/2023;20230905;Open;Fibre;1735;0
Mardi;05/09/2023;20230905;Open;Mobile;1028;5490,230214
Mardi;05/09/2023;20230905;Open;Premium;0;0
Mercredi;06/09/2023;20230906;Open;ADSL;2316;0
Mercredi;06/09/2023;20230906;Open;Fibre;1798;0
Mercredi;06/09/2023;20230906;Open;Mobile;1009;5699,895307
Mercredi;06/09/2023;20230906;Open;Premium;0;0
Jeudi;07/09/2023;20230907;Open;ADSL;2087;0
Jeudi;07/09/2023;20230907;Open;Fibre;1636;0
Jeudi;07/09/2023;20230907;Open;Mobile;940;5022,685543
Jeudi;07/09/2023;20230907;Open;Premium;0;0
Vendredi;08/09/2023;20230908;Open;ADSL;2117;0
Vendredi;08/09/2023;20230908;Open;Fibre;1668;0
Vendredi;08/09/2023;20230908;Open;Mobile;924;4927,820452
Vendredi;08/09/2023;20230908;Open;Premium;0;0
Samedi;09/09/2023;20230909;Open;ADSL;1320;0
Samedi;09/09/2023;20230909;Open;Fibre;1025;0
Samedi;09/09/2023;20230909;Open;Mobile;595;3119,963431
Samedi;09/09/2023;20230909;Open;Premium;0;0
Dimanche;10/09/2023;20230910;Open;ADSL;0;0
Dimanche;10/09/2023;20230910;Open;Fibre;0;0
Dimanche;10/09/2023;20230910;Open;Mobile;0;0
Lundi;11/09/2023;20230911;Open;ADSL;2541;0
Lundi;11/09/2023;20230911;Open;Fibre;1983;0
Lundi;11/09/2023;20230911;Open;Mobile;1218;5789,422169
Lundi;11/09/2023;20230911;Open;Premium;0;0
Mardi;12/09/2023;20230912;Open;ADSL;2188;0
Mardi;12/09/2023;20230912;Open;Fibre;1733;0
Mardi;12/09/2023;20230912;Open;Mobile;1070;5667,624682
Mardi;12/09/2023;20230912;Open;Premium;0;0
Mercredi;13/09/2023;20230913;Open;ADSL;2259;0
Mercredi;13/09/2023;20230913;Open;Fibre;1797;0
Mercredi;13/09/2023;20230913;Open;Mobile;1050;5884,064249
Mercredi;13/09/2023;20230913;Open;Premium;0;0
Jeudi;14/09/2023;20230914;Open;ADSL;2037;0
Jeudi;14/09/2023;20230914;Open;Fibre;1633;0
Jeudi;14/09/2023;20230914;Open;Mobile;979;5206,917602
Jeudi;14/09/2023;20230914;Open;Premium;0;0
Vendredi;15/09/2023;20230915;Open;ADSL;2066;0
Vendredi;15/09/2023;20230915;Open;Fibre;1666;0
Vendredi;15/09/2023;20230915;Open;Mobile;962;5132,70975
Vendredi;15/09/2023;20230915;Open;Premium;0;0
Samedi;16/09/2023;20230916;Open;ADSL;1288;0
Samedi;16/09/2023;20230916;Open;Fibre;1025;0
Samedi;16/09/2023;20230916;Open;Mobile;621;3234,944365
Samedi;16/09/2023;20230916;Open;Premium;0;0
Dimanche;17/09/2023;20230917;Open;ADSL;0;0
Dimanche;17/09/2023;20230917;Open;Fibre;0;0
Dimanche;17/09/2023;20230917;Open;Mobile;0;0
Lundi;18/09/2023;20230918;Open;ADSL;2513;0
Lundi;18/09/2023;20230918;Open;Fibre;1904;0
Lundi;18/09/2023;20230918;Open;Mobile;1142;5752,722187
Lundi;18/09/2023;20230918;Open;Premium;0;0
Mardi;19/09/2023;20230919;Open;ADSL;2163;0
Mardi;19/09/2023;20230919;Open;Fibre;1665;0
Mardi;19/09/2023;20230919;Open;Mobile;1004;5594,353054
Mardi;19/09/2023;20230919;Open;Premium;0;0
Mercredi;20/09/2023;20230920;Open;ADSL;2233;0
Mercredi;20/09/2023;20230920;Open;Fibre;1725;0
Mercredi;20/09/2023;20230920;Open;Mobile;986;5822,674602
Mercredi;20/09/2023;20230920;Open;Premium;0;0
Jeudi;21/09/2023;20230921;Open;ADSL;2013;0
Jeudi;21/09/2023;20230921;Open;Fibre;1569;0
Jeudi;21/09/2023;20230921;Open;Mobile;919;5131,335219
Jeudi;21/09/2023;20230921;Open;Premium;0;0
Vendredi;22/09/2023;20230922;Open;ADSL;2042;0
Vendredi;22/09/2023;20230922;Open;Fibre;1600;0
Vendredi;22/09/2023;20230922;Open;Mobile;903;5011,638801
Vendredi;22/09/2023;20230922;Open;Premium;0;0
Samedi;23/09/2023;20230923;Open;ADSL;1272;0
Samedi;23/09/2023;20230923;Open;Fibre;984;0
Samedi;23/09/2023;20230923;Open;Mobile;582;3173,031554
Samedi;23/09/2023;20230923;Open;Premium;0;0
Dimanche;24/09/2023;20230924;Open;ADSL;0;0
Dimanche;24/09/2023;20230924;Open;Fibre;0;0
Dimanche;24/09/2023;20230924;Open;Mobile;0;0
Lundi;25/09/2023;20230925;Open;ADSL;2524;0
Lundi;25/09/2023;20230925;Open;Fibre;1895;0
Lundi;25/09/2023;20230925;Open;Mobile;1215;5883,793551
Lundi;25/09/2023;20230925;Open;Premium;0;0
Mardi;26/09/2023;20230926;Open;ADSL;2173;0
Mardi;26/09/2023;20230926;Open;Fibre;1656;0
Mardi;26/09/2023;20230926;Open;Mobile;1069;5770,462054
Mardi;26/09/2023;20230926;Open;Premium;0;0
Mercredi;27/09/2023;20230927;Open;ADSL;2244;0
Mercredi;27/09/2023;20230927;Open;Fibre;1717;0
Mercredi;27/09/2023;20230927;Open;Mobile;1048;5966,806818
Mercredi;27/09/2023;20230927;Open;Premium;0;0
Jeudi;28/09/2023;20230928;Open;ADSL;2022;0
Jeudi;28/09/2023;20230928;Open;Fibre;1561;0
Jeudi;28/09/2023;20230928;Open;Mobile;977;5196,288829
Jeudi;28/09/2023;20230928;Open;Premium;0;0
Vendredi;29/09/2023;20230929;Open;ADSL;2051;0
Vendredi;29/09/2023;20230929;Open;Fibre;1591;0
Vendredi;29/09/2023;20230929;Open;Mobile;961;5122,232456
Vendredi;29/09/2023;20230929;Open;Premium;0;0
Samedi;30/09/2023;20230930;Open;ADSL;1280;0
Samedi;30/09/2023;20230930;Open;Fibre;979;0
Samedi;30/09/2023;20230930;Open;Mobile;619;3243,051995
Samedi;30/09/2023;20230930;Open;Premium;0;0
Dimanche;01/10/2023;20231001;Open;ADSL;0;0
Dimanche;01/10/2023;20231001;Open;Fibre;0;0
Dimanche;01/10/2023;20231001;Open;Mobile;0;0
Lundi;02/10/2023;20231002;Open;ADSL;2849;0
Lundi;02/10/2023;20231002;Open;Fibre;2120;0
Lundi;02/10/2023;20231002;Open;Mobile;1295;5767,140037
Lundi;02/10/2023;20231002;Open;Premium;0;0
Mardi;03/10/2023;20231003;Open;ADSL;2450;0
Mardi;03/10/2023;20231003;Open;Fibre;1852;0
Mardi;03/10/2023;20231003;Open;Mobile;1137;5645,77174
Mardi;03/10/2023;20231003;Open;Premium;0;0
Mercredi;04/10/2023;20231004;Open;ADSL;2529;0
Mercredi;04/10/2023;20231004;Open;Fibre;1920;0
Mercredi;04/10/2023;20231004;Open;Mobile;1164;5810,663584
Mercredi;04/10/2023;20231004;Open;Premium;0;0
Jeudi;05/10/2023;20231005;Open;ADSL;2278;0
Jeudi;05/10/2023;20231005;Open;Fibre;1744;0
Jeudi;05/10/2023;20231005;Open;Mobile;1076;5073,467457
Jeudi;05/10/2023;20231005;Open;Premium;0;0
Vendredi;06/10/2023;20231006;Open;ADSL;2308;0
Vendredi;06/10/2023;20231006;Open;Fibre;1779;0
Vendredi;06/10/2023;20231006;Open;Mobile;1103;5001,161507
Vendredi;06/10/2023;20231006;Open;Premium;0;0
Samedi;07/10/2023;20231007;Open;ADSL;1439;0
Samedi;07/10/2023;20231007;Open;Fibre;1094;0
Samedi;07/10/2023;20231007;Open;Mobile;659;3139,863977
Samedi;07/10/2023;20231007;Open;Premium;0;0
Dimanche;08/10/2023;20231008;Open;ADSL;0;0
Dimanche;08/10/2023;20231008;Open;Fibre;0;0
Dimanche;08/10/2023;20231008;Open;Mobile;0;0
Lundi;09/10/2023;20231009;Open;ADSL;2743;0
Lundi;09/10/2023;20231009;Open;Fibre;1981;0
Lundi;09/10/2023;20231009;Open;Mobile;1217;5623,099506
Lundi;09/10/2023;20231009;Open;Premium;0;0
Mardi;10/10/2023;20231010;Open;ADSL;2359;0
Mardi;10/10/2023;20231010;Open;Fibre;1731;0
Mardi;10/10/2023;20231010;Open;Mobile;1068;5489,891934
Mardi;10/10/2023;20231010;Open;Premium;0;0
Mercredi;11/10/2023;20231011;Open;ADSL;2434;0
Mercredi;11/10/2023;20231011;Open;Fibre;1796;0
Mercredi;11/10/2023;20231011;Open;Mobile;1094;5651,724804
Mercredi;11/10/2023;20231011;Open;Premium;0;0
Jeudi;12/10/2023;20231012;Open;ADSL;2193;0
Jeudi;12/10/2023;20231012;Open;Fibre;1631;0
Jeudi;12/10/2023;20231012;Open;Mobile;1012;5001,316116
Jeudi;12/10/2023;20231012;Open;Premium;0;0
Vendredi;13/10/2023;20231013;Open;ADSL;2221;0
Vendredi;13/10/2023;20231013;Open;Fibre;1664;0
Vendredi;13/10/2023;20231013;Open;Mobile;1037;4907,490826
Vendredi;13/10/2023;20231013;Open;Premium;0;0
Samedi;14/10/2023;20231014;Open;ADSL;1386;0
Samedi;14/10/2023;20231014;Open;Fibre;1023;0
Samedi;14/10/2023;20231014;Open;Mobile;618;3107,092083
Samedi;14/10/2023;20231014;Open;Premium;0;0
Dimanche;15/10/2023;20231015;Open;ADSL;0;0
Dimanche;15/10/2023;20231015;Open;Fibre;0;0
Dimanche;15/10/2023;20231015;Open;Mobile;0;0
Lundi;16/10/2023;20231016;Open;ADSL;2592;0
Lundi;16/10/2023;20231016;Open;Fibre;1906;0
Lundi;16/10/2023;20231016;Open;Mobile;1151;5715,760062
Lundi;16/10/2023;20231016;Open;Premium;0;0
Mardi;17/10/2023;20231017;Open;ADSL;2229;0
Mardi;17/10/2023;20231017;Open;Fibre;1665;0
Mardi;17/10/2023;20231017;Open;Mobile;1011;5595,706177
Mardi;17/10/2023;20231017;Open;Premium;0;0
Mercredi;18/10/2023;20231018;Open;ADSL;2299;0
Mercredi;18/10/2023;20231018;Open;Fibre;1727;0
Mercredi;18/10/2023;20231018;Open;Mobile;1035;5760,287548
Mercredi;18/10/2023;20231018;Open;Premium;0;0
